"Property Identification Number","Address","Zip Code","Managing Organization","Owership Status","Building","Zoning","Ward","Community Area","Date Property Was Added","Deed Status","Date Property Was Purchased","Date Property  Was Sold","Date of  Last Update","Event","AIS Category","EDR Complete"
"17-07-413-028-0000","1802 W LAKE ST","60612","-","Sold","-","PMD 4","27","NEAR WEST SIDE","05/26/2017","Partially Verified","-","06/25/2004","11/02/2021","-","-","N"
"17-07-413-029-0000","1800 W LAKE ST","60612","-","Sold","-","PMD 4","27","NEAR WEST SIDE","05/26/2017","Partially Verified","-","06/25/2004","11/02/2021","-","-","N"
"17-07-413-030-0000","1810 W LAKE ST","60612","-","Sold","-","PMD 4","27","NEAR WEST SIDE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"17-07-429-005-0000","1707 W WASHINGTON BLVD","60612","-","Owned by City","-","C1-2","27","NEAR WEST SIDE","05/26/2017","Partially Verified","03/19/1991","-","11/02/2021","-","-","N"
"17-07-429-013-0000","1712 W WARREN BLVD","60612","-","Sold","-","RM-5","27","NEAR WEST SIDE","05/26/2017","Partially Verified","10/03/1989","08/31/2005","11/02/2021","-","-","N"
"17-18-100-005-0000","2349 W MADISON ST","60612","-","Sold","-","B3-3","27","NEAR WEST SIDE","05/26/2017","Partially Verified","07/15/2000","01/26/2012","11/02/2021","-","-","N"
"17-18-100-006-0000","2345 W MADISON ST","60612","-","Sold","-","B3-3","27","NEAR WEST SIDE","05/26/2017","Partially Verified","-","01/26/2012","11/02/2021","-","-","N"
"17-18-100-008-0000","2535 W MADISON ST","0","-","Sold","-","C1-2","27","NEAR WEST SIDE","05/26/2017","Partially Verified","03/16/2006","01/26/2012","11/02/2021","-","-","N"
"17-18-100-009-0000","2323 W MADISON ST","60612","-","Sold","-","B3-3","27","NEAR WEST SIDE","05/26/2017","Partially Verified","-","01/26/2012","11/02/2021","-","-","N"
"17-18-100-010-0000","2321 W MADISON ST","60612","-","Sold","-","B3-3","27","NEAR WEST SIDE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"17-18-100-012-0000","19 S WESTERN AVE","0","-","Sold","-","B3-3","27","NEAR WEST SIDE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"17-18-100-013-0000","21 N WESTERN AVE","0","-","Sold","-","C1-2","27","NEAR WEST SIDE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"17-18-100-014-0000","23 S WESTERN AVE","0","-","Sold","-","B3-3","27","NEAR WEST SIDE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"17-18-100-015-0000","2348 W MONROE ST","60612","-","Sold","-","B3-3","27","NEAR WEST SIDE","05/26/2017","Partially Verified","-","01/26/2012","11/02/2021","-","-","N"
"17-18-100-016-0000","2327 W MADISON ST","60612","-","Sold","-","B3-3","27","NEAR WEST SIDE","05/26/2017","Partially Verified","-","01/26/2012","11/02/2021","-","-","N"
"16-13-108-014-0000","2933 W FIFTH AVE","60612","None","Owned by City","-","C1-2","27","EAST GARFIELD PARK","07/10/2018","Partially Verified","09/25/1974","-","11/02/2021","Study Area","-","N"
"17-18-100-019-0000","2350 W MONROE ST","60612","-","Sold","-","B3-3","27","NEAR WEST SIDE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-13-326-040-0000","3044 W ROOSEVELT RD","60612","None","Owned by City","-","C1-3","28","NORTH LAWNDALE","07/10/2018","Partially Verified","10/10/1974","-","11/02/2021","-","-","N"
"16-15-224-043-0000","-","-","Obsolete PIN","Owned by City","-","-","-","-","07/10/2018","Partially Verified","10/10/1974","-","11/02/2021","-","-","N"
"16-15-224-044-0000","-","-","Obsolete PIN","Owned by City","-","-","-","-","07/10/2018","Partially Verified","10/10/1974","-","11/02/2021","-","-","N"
"16-13-327-011-0000","1127 S WHIPPLE ST","60612","None","Owned by City","-","RT-4","28","NORTH LAWNDALE","07/10/2018","Partially Verified","10/22/1974","-","11/02/2021","-","-","N"
"16-22-219-033-0000","1442 S KEDVALE AVE","60623","None","Owned by City","-","RT-4","24","NORTH LAWNDALE","07/10/2018","Partially Verified","10/22/1974","-","11/02/2021","-","-","N"
"16-22-219-034-0000","1444 S KEDVALE AVE","60623","None","Owned by City","-","RT-4","24","NORTH LAWNDALE","07/10/2018","Partially Verified","10/22/1974","-","11/02/2021","-","-","N"
"16-14-301-009-0000","3936 W FLOURNOY ST","60624","None","Owned by City","-","RT-4","24","WEST GARFIELD PARK","07/10/2018","Partially Verified","11/13/1974","-","11/02/2021","-","-","N"
"17-19-209-035-0000","1822 W HASTINGS ST","0","-","Sold","-","PD 30","28","NEAR WEST SIDE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"17-19-209-038-0000","1814 W HASTINGS ST","0","-","Sold","-","PD 30","28","NEAR WEST SIDE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"17-19-210-022-0000","1758 W HASTINGS ST","60608","-","Sold","-","PD 30","28","NEAR WEST SIDE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"17-20-414-013-0000","914 W 18TH PL","60608","-","Sold","-","RT-4","25","LOWER WEST SIDE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"17-20-502-001-0000","1500 W 16TH ST","0","AIS","Owned by City","Y","M2-2","28","NEAR WEST SIDE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"17-21-105-009-0000","710 W 13TH ST","0","-","Sold","-","PD 549","11","NEAR WEST SIDE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"17-21-105-010-0000","1244 S UNION AVE","60607","-","Sold","-","PD 549","11","NEAR WEST SIDE","05/26/2017","Partially Verified","09/01/1989","04/04/1995","11/02/2021","-","-","N"
"17-21-111-022-0000","714 W LIBERTY ST","0","-","Sold","-","PD 549","11","NEAR WEST SIDE","05/26/2017","Partially Verified","11/20/1989","04/04/1995","11/02/2021","-","-","N"
"17-21-111-023-0000","712 W LIBERTY ST","0","-","Sold","-","PD 549","11","NEAR WEST SIDE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"17-21-113-027-0000","1338 S CLINTON ST","60607","AIS","Owned by City","Y","DS-3","11","NEAR WEST SIDE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"17-21-116-022-0000","1338 S CLINTON ST","60607","AIS","Owned by City","Y","DS-3","11","NEAR WEST SIDE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"17-21-116-023-0000","1338 S CLINTON ST","60607","AIS","Owned by City","Y","DS-3","11","NEAR WEST SIDE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"17-21-304-015-0000","1627 S RUBLE ST","60616","-","Sold","-","RT-4","11","LOWER WEST SIDE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"17-21-304-016-0000","1701 S RUBLE ST","60616","-","Sold","-","RT-4","11","LOWER WEST SIDE","05/26/2017","Partially Verified","10/30/1967","02/22/1993","11/02/2021","-","-","N"
"17-21-304-050-0000","1732 S DESPLAINES ST","60616","-","Sold","-","RT-4","11","LOWER WEST SIDE","05/26/2017","Partially Verified","02/17/1970","12/14/1992","11/02/2021","-","-","N"
"17-21-304-051-0000","1734 S DESPLAINES ST","60616","-","Sold","-","RT-4","11","LOWER WEST SIDE","05/26/2017","Partially Verified","07/28/1993","08/10/1995","11/02/2021","-","-","N"
"17-21-304-052-0000","1736 S DESPLAINES ST","60616","-","Sold","-","RT-4","11","LOWER WEST SIDE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"17-21-305-033-0000","1708 S JEFFERSON ST","60616","-","Sold","-","RT-4","11","LOWER WEST SIDE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"17-07-429-026-0000","1716 W WARREN BLVD","60612","-","Sold","-","RM-5","27","NEAR WEST SIDE","05/26/2017","Partially Verified","10/29/1998","08/31/2005","11/02/2021","-","-","N"
"17-07-429-028-0000","1716 W WARREN BLVD","60612","-","Sold","-","RM-5","27","NEAR WEST SIDE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"17-07-430-010-0000","1637 W WASHINGTON BLVD","60612","-","Sold","-","RM-5.5","27","NEAR WEST SIDE","05/26/2017","Unverified","-","03/09/2017","11/02/2021","-","-","N"
"16-13-216-008-0000","2741 W JACKSON BLVD","60612","None","Owned by City","-","RT-4","27","EAST GARFIELD PARK","07/10/2018","Partially Verified","12/02/1974","-","11/02/2021","Signal","-","N"
"16-23-127-017-0000","1545 S RIDGEWAY AVE","60623","DPD - Large Lots","Owned by City","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-23-127-022-0000","1504 S LAWNDALE AVE","60623","DPD - Large Lots","Sold","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Unverified","-","03/06/2018","11/02/2021","-","-","N"
"16-15-219-023-0000","4052 W GLADYS AVE","60624","None","Owned by City","-","RT-4","28","WEST GARFIELD PARK","07/10/2018","Partially Verified","12/02/1974","-","11/02/2021","-","-","N"
"16-23-117-021-0000","1402 S INDEPENDENCE BLVD","0","None","Owned by City","-","RT-4","24","NORTH LAWNDALE","07/10/2018","Partially Verified","12/03/1974","-","11/02/2021","-","-","N"
"16-22-215-014-0000","1345 S KOMENSKY AVE","60623","None","Owned by City","-","RT-4","24","NORTH LAWNDALE","07/10/2018","Partially Verified","12/16/1974","-","11/02/2021","-","-","N"
"16-23-127-030-0000","1530 S LAWNDALE AVE","60623","-","Sold","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-23-126-013-0000","1547 S HAMLIN AVE","60623","None","Owned by City","-","RT-4","24","NORTH LAWNDALE","07/10/2018","Partially Verified","12/16/1974","-","11/02/2021","-","-","N"
"16-22-413-028-0000","1816 S PULASKI RD","60623","None","Owned by City","-","C1-2","24","NORTH LAWNDALE","07/10/2018","Partially Verified","01/23/1975","-","11/02/2021","-","-","N"
"16-15-132-010-0000","4435 W CONGRESS PKWY","60624","None","Owned by City","-","RT-4","28","WEST GARFIELD PARK","07/10/2018","Partially Verified","01/24/1975","-","11/02/2021","-","-","N"
"16-23-127-035-0000","1546 S LAWNDALE AVE","60623","DPD - Open Space","Leased","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Verified","02/05/1993","-","11/02/2021","Signal","-","N"
"16-10-420-044-0000","4111 W WEST END AVE","60624","None","Owned by City","-","RT-4","28","WEST GARFIELD PARK","07/10/2018","Partially Verified","01/29/1975","-","11/02/2021","-","-","N"
"16-23-312-014-0000","1833 S HAMLIN AVE","60623","DPD - Real Estate","Sold","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Unverified","-","06/14/2016","11/02/2021","-","-","N"
"16-23-312-028-0000","1806 S RIDGEWAY AVE","60623","DPD - Real Estate","Sold","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-23-312-037-0000","1828 S RIDGEWAY AVE","60623","None","Owned by City","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Partially Verified","03/19/1991","-","11/02/2021","-","-","N"
"16-23-312-043-0000","1842 S RIDGEWAY AVE","60623","-","Sold","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Partially Verified","10/30/1995","08/18/2004","11/02/2021","-","-","N"
"16-23-313-004-0000","1811 S RIDGEWAY AVE","60623","None","Owned by City","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Partially Verified","08/23/1977","-","11/02/2021","-","-","N"
"16-23-313-011-0000","1833 S RIDGEWAY AVE","60623","-","Sold","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-23-314-003-0000","1811 S LAWNDALE AVE","60623","DPD - Real Estate","Sold","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Unverified","-","04/01/2016","11/02/2021","-","-","N"
"16-23-314-017-0000","1847 S LAWNDALE AVE","60623","-","Sold","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-23-314-025-0000","1901 S LAWNDALE AVE","60623","None","Owned by City","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Partially Verified","09/13/1977","-","11/02/2021","-","-","N"
"16-24-201-012-0000","2712 W 12TH PL","0","-","Sold","-","RT-4","28","NORTH LAWNDALE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-24-201-014-0000","1218 S WASHTENAW AVE","60608","-","Sold","-","RT-4","28","NORTH LAWNDALE","05/26/2017","Partially Verified","03/14/1989","09/01/2010","11/02/2021","-","-","N"
"16-24-201-017-0000","1224 S WASHTENAW AVE","60608","-","Sold","-","RT-4","28","NORTH LAWNDALE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-24-201-020-0000","1210 S WASHTENAW AVE","60608","-","Owned by City","-","C2-2","28","NORTH LAWNDALE","05/26/2017","Partially Verified","05/28/2004","-","11/02/2021","-","-","N"
"16-24-206-001-0000","1231 S CALIFORNIA AVE","60608","AIS","Sold","-","-","-","-","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-24-206-006-0000","1243 S CALIFORNIA AVE","60608","-","Sold","-","-","-","-","05/26/2017","Partially Verified","-","11/15/2010","11/02/2021","-","-","N"
"16-24-206-007-0000","1245 S CALIFORNIA AVE","60608","-","Sold","-","-","-","-","05/26/2017","Partially Verified","07/20/1977","11/28/2006","11/02/2021","-","-","N"
"16-24-206-012-0000","1259 S CALIFORNIA AVE","60608","-","Sold","-","-","-","-","05/26/2017","Partially Verified","-","12/04/1992","11/02/2021","-","-","N"
"16-13-305-023-0000","716 S SACRAMENTO BLVD","0","None","Owned by City","-","RT-4","28","EAST GARFIELD PARK","07/10/2018","Partially Verified","01/29/1975","-","11/02/2021","-","-","N"
"16-23-120-027-0000","1446 S MILLARD AVE","60623","None","Owned by City","-","RT-4","24","NORTH LAWNDALE","07/10/2018","Partially Verified","01/29/1975","-","11/02/2021","-","-","N"
"16-14-313-027-0000","3950 W ARTHINGTON ST","60624","None","Owned by City","-","RT-4","24","WEST GARFIELD PARK","07/10/2018","Partially Verified","01/30/1975","-","11/02/2021","-","-","N"
"16-22-215-019-0000","1335 S KOMENSKY AVE","60623","None","Owned by City","-","RT-4","24","NORTH LAWNDALE","07/10/2018","Partially Verified","01/30/1975","-","11/02/2021","-","-","N"
"17-04-120-013-0000","1480 N LARRABEE ST","60610","-","Sold","-","RT-4","27","NEAR NORTH SIDE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"17-04-121-028-0000","1433 N LARRABEE ST","60610","-","Sold","-","RT-4","27","NEAR NORTH SIDE","05/26/2017","Partially Verified","-","03/17/1995","11/02/2021","-","-","N"
"17-04-121-029-0000","1431 N LARRABEE ST","60610","-","Sold","-","RT-4","27","NEAR NORTH SIDE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"17-04-121-053-0000","1362 N MOHAWK ST","60610","-","Sold","-","M1-2","27","NEAR NORTH SIDE","05/26/2017","Partially Verified","01/13/1993","03/17/1995","11/02/2021","-","-","N"
"16-11-111-042-0000","600 N SPRINGFIELD AVE","60624","None","Owned by City","-","RS-3","37","HUMBOLDT PARK","07/10/2018","Partially Verified","01/31/1975","-","11/02/2021","Signal","-","N"
"16-15-131-020-0000","4543 W HARRISON ST","0","None","Owned by City","-","M1-2","28","WEST GARFIELD PARK","07/10/2018","Partially Verified","02/03/1975","-","11/02/2021","-","-","N"
"16-23-128-003-0000","1509 S LAWNDALE AVE","60623","-","Sold","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Partially Verified","02/03/1975","07/09/2008","11/02/2021","-","-","N"
"16-23-128-005-0000","1515 S LAWNDALE AVE","60623","-","Sold","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Partially Verified","06/18/1998","08/18/2004","11/02/2021","-","-","N"
"16-13-108-005-0000","2957 W FIFTH AVE","60612","None","Owned by City","-","C1-2","27","EAST GARFIELD PARK","07/10/2018","Partially Verified","02/04/1975","-","11/02/2021","Study Area","-","N"
"16-23-128-008-0000","1523 S LAWNDALE AVE","60623","DPD - Large Lots","Owned by City","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-22-207-021-0000","1259 S KOMENSKY AVE","60623","None","Owned by City","-","RT-4","24","NORTH LAWNDALE","07/10/2018","Partially Verified","02/11/1972","-","11/02/2021","-","-","N"
"16-23-128-014-0000","1539 S LAWNDALE AVE","60623","DPD - Large Lots","Owned by City","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-23-128-031-0000","1542 S MILLARD AVE","60623","None","Owned by City","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Partially Verified","05/22/1978","-","11/02/2021","-","-","N"
"16-23-128-034-0000","3652 W 16TH ST","60623","-","Owned by City","-","B3-2","24","NORTH LAWNDALE","05/26/2017","Partially Verified","03/19/0991","-","11/02/2021","-","-","N"
"16-23-129-034-0000","1538 S CENTRAL PARK AVE","60623","-","Sold","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Partially Verified","06/23/1997","07/18/2000","11/02/2021","-","-","N"
"16-23-129-035-0000","1540 S CENTRAL PARK AVE","60623","DPD - Large Lots","Owned by City","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-23-129-038-0000","1548 S CENTRAL PARK AVE","60623","DPD - Large Lots","Owned by City","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-23-200-024-0000","3534 W 12TH PL","60623","-","Sold","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Partially Verified","07/31/1992","08/27/1998","11/02/2021","-","-","N"
"16-23-314-038-0000","3652 W OGDEN AVE","0","-","Sold","-","C1-2","24","NORTH LAWNDALE","05/26/2017","Partially Verified","03/29/1996","05/21/2015","11/02/2021","-","-","N"
"16-23-314-052-0000","1836 S MILLARD AVE","60623","-","Sold","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-23-314-056-0000","1850 S MILLARD AVE","60623","-","Sold","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Partially Verified","01/17/2002","02/20/2013","11/02/2021","-","-","N"
"16-23-314-057-0000","1854 S MILLARD AVE","60623","None","Owned by City","-","RT-4","24","NORTH LAWNDALE","05/26/2017","Partially Verified","01/17/2002","-","11/02/2021","-","-","N"
"16-23-314-066-0000","3648 W OGDEN AVE","0","-","Sold","-","C1-2","24","NORTH LAWNDALE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-24-206-023-0000","1331 S CALIFORNIA AVE","60608","-","Sold","-","-","-","-","05/26/2017","Partially Verified","-","03/03/1994","11/02/2021","-","-","N"
"16-24-206-048-0000","1252 S FAIRFIELD AVE","60608","-","Sold","-","RT-4","28","NORTH LAWNDALE","05/26/2017","Partially Verified","05/27/1969","09/01/2010","11/02/2021","-","-","N"
"16-24-206-059-0000","1318 S FAIRFIELD AVE","60608","-","Sold","-","RT-4","28","NORTH LAWNDALE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-24-207-018-0000","1315 S FAIRFIELD AVE","60608","-","Sold","-","RT-4","28","NORTH LAWNDALE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"16-24-207-019-0000","1317 S FAIRFIELD AVE","60608","-","Sold","-","RT-4","28","NORTH LAWNDALE","05/26/2017","Partially Verified","-","09/01/2010","11/02/2021","-","-","N"
"16-24-207-020-0000","1315 S FAIRFIELD AVE","60608","-","Sold","-","RT-4","28","NORTH LAWNDALE","05/26/2017","Partially Verified","01/21/1991","09/01/2010","11/02/2021","-","-","N"
"16-11-132-004-0000","3653 W FERDINAND ST","60624","None","Owned by City","-","RT-4","27","HUMBOLDT PARK","07/10/2018","Partially Verified","03/30/1972","-","11/02/2021","Signal","-","N"
"17-07-434-021-0000","1700 W MADISON ST","0","-","Owned by City","-","C1-3","27","NEAR WEST SIDE","05/26/2017","Partially Verified","-","-","11/02/2021","-","-","N"
"17-07-435-013-0000","1666 W MADISON ST","60612","-","Owned by City","-","C1-3","27","NEAR WEST SIDE","05/26/2017","Partially Verified","04/16/1996","-","11/02/2021","-","-","N"
"17-07-435-026-0000","1658 W MADISON ST","60612","-","Owned by City","-","C1-3","27","NEAR WEST SIDE","05/26/2017","Partially Verified","-","-","11/02/2021","-","-","N"
